study_id,source,sheet,field,run1,run2,type,key,row,fields,check,status,detail,issue,field_or_row,explanation,suggested_fix,reviewer_decision,corrected_value
takeda-2019,consensus,study,Sarcopenia_Definition,"The study did not use a standard sarcopenia definition. It developed a custom scoring system for physical function (PF) and body composition (BC) to predict VFx. The PF score (0-12 points) was based on grip strength, single-leg stance, timed up-and-go, and 30-s chair stand tests. The BC score (0-6 points) was based on bioelectrical impedance measurements of trunk and appendage muscle volume. Optimal cutoffs were PF score ≥ 8 and combined PF+BC score ≥ 9.","Not explicitly defined as sarcopenia; the study used a custom scoring system for physical function (grip strength, single-leg stance, timed up-and-go, 30-s chair stand) and body composition (BIA-measured muscle volume).",,,,,,,,,,,,,
takeda-2019,consensus,study,sarcopenia_components,mass+strength+performance,not_applicable,,,,,,,,,,,,,
takeda-2019,consensus,study,Time_Period,Recruitment and study period from 2008 to 2016.,2008 to 2016,,,,,,,,,,,,,
takeda-2019,consensus,study,Journal,,Journal of Bone and Mineral Metabolism,,,,,,,,,,,,,
takeda-2019,consensus,study,Fracture_Type,"Radiological vertebral fractures (VFx) diagnosed semiquantitatively on lateral views of the lumbar spine, graded as 1, 2, or 3.",Radiological VFx diagnosed semiquantitatively on lateral views of the lumbar spine,,,,,,,,,,,,,
takeda-2019,consensus,groups,,,,field_mismatch,['total'],,"[{'field': 'Age_Notes', 'run1': None, 'run2': 'Men 56.6 ± 10.2; Women 58.2 ± 9.4'}]",,,,,,,,,
takeda-2019,consensus,groups,,,,only_in_run1,['male'],"{'Group': 'Male', 'N': 113, 'Female_N': 0, 'Mean_Age': 56.6, 'SD_Age': 10.2, 'Median_Age': None, 'IQR_Age': None, 'Mean_BMI': None, 'SD_BMI': None, 'Age_Notes': None}",,,,,,,,,,
takeda-2019,consensus,groups,,,,only_in_run1,['female'],"{'Group': 'Female', 'N': 194, 'Female_N': 194, 'Mean_Age': 58.2, 'SD_Age': 9.4, 'Median_Age': None, 'IQR_Age': None, 'Mean_BMI': None, 'SD_BMI': None, 'Age_Notes': None}",,,,,,,,,,
takeda-2019,consensus,groups,,,,only_in_run2,['non-vfx'],"{'Group': 'Non-VFx', 'N': 271, 'Female_N': 170, 'Mean_Age': 56.5, 'SD_Age': 9.3, 'Median_Age': None, 'IQR_Age': None, 'Mean_BMI': 23.2, 'SD_BMI': 3.1, 'Age_Notes': None}",,,,,,,,,,
takeda-2019,consensus,groups,,,,only_in_run2,['vfx'],"{'Group': 'VFx', 'N': 36, 'Female_N': 24, 'Mean_Age': 65.8, 'SD_Age': 8.8, 'Median_Age': None, 'IQR_Age': None, 'Mean_BMI': 23.4, 'SD_BMI': 2.7, 'Age_Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['functional', 'slst', 'vfx']","{'Modality': 'Functional', 'Metric': 'SLST', 'Unit': 's', 'Group': 'VFx', 'N': 36, 'Value': 52.0, 'SD': 27.9, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['functional', 'slst', 'non-vfx']","{'Modality': 'Functional', 'Metric': 'SLST', 'Unit': 's', 'Group': 'Non-VFx', 'N': 271, 'Value': 61.8, 'SD': 22.0, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['functional', '30cst', 'vfx']","{'Modality': 'Functional', 'Metric': '30CST', 'Unit': 'reps', 'Group': 'VFx', 'N': 36, 'Value': 17.5, 'SD': 5.6, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['functional', '30cst', 'non-vfx']","{'Modality': 'Functional', 'Metric': '30CST', 'Unit': 'reps', 'Group': 'Non-VFx', 'N': 271, 'Value': 19.5, 'SD': 4.9, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['dxa', 'δsmi trunk', 'vfx']","{'Modality': 'DXA', 'Metric': 'ΔSMI trunk', 'Unit': 'kg/m2', 'Group': 'VFx', 'N': 36, 'Value': -3.4, 'SD': 5.9, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['dxa', 'δsmi trunk', 'non-vfx']","{'Modality': 'DXA', 'Metric': 'ΔSMI trunk', 'Unit': 'kg/m2', 'Group': 'Non-VFx', 'N': 271, 'Value': -1.5, 'SD': 4.5, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['dxa', 'δsmi appendicular', 'vfx']","{'Modality': 'DXA', 'Metric': 'ΔSMI appendicular', 'Unit': 'kg/m2', 'Group': 'VFx', 'N': 36, 'Value': -4.8, 'SD': 5.0, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['dxa', 'δsmi appendicular', 'non-vfx']","{'Modality': 'DXA', 'Metric': 'ΔSMI appendicular', 'Unit': 'kg/m2', 'Group': 'Non-VFx', 'N': 271, 'Value': -2.5, 'SD': 5.1, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['anthropometry', 'height', 'non-vfx']","{'Modality': 'Anthropometry', 'Metric': 'Height', 'Unit': 'cm', 'Group': 'Non-VFx', 'N': 271, 'Value': 158.6, 'SD': 8.5, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['anthropometry', 'height', 'vfx']","{'Modality': 'Anthropometry', 'Metric': 'Height', 'Unit': 'cm', 'Group': 'VFx', 'N': 36, 'Value': 156.8, 'SD': 8.6, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['anthropometry', 'weight', 'non-vfx']","{'Modality': 'Anthropometry', 'Metric': 'Weight', 'Unit': 'kg', 'Group': 'Non-VFx', 'N': 271, 'Value': 58.6, 'SD': 10.2, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['anthropometry', 'weight', 'vfx']","{'Modality': 'Anthropometry', 'Metric': 'Weight', 'Unit': 'kg', 'Group': 'VFx', 'N': 36, 'Value': 57.8, 'SD': 10.1, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['anthropometry', 'bmi', 'non-vfx']","{'Modality': 'Anthropometry', 'Metric': 'BMI', 'Unit': 'kg/m2', 'Group': 'Non-VFx', 'N': 271, 'Value': 23.2, 'SD': 3.1, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['anthropometry', 'bmi', 'vfx']","{'Modality': 'Anthropometry', 'Metric': 'BMI', 'Unit': 'kg/m2', 'Group': 'VFx', 'N': 36, 'Value': 23.4, 'SD': 2.7, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['dxa', 'trunk smi', 'non-vfx']","{'Modality': 'DXA', 'Metric': 'Trunk SMI', 'Unit': 'kg/m2', 'Group': 'Non-VFx', 'N': 271, 'Value': 9.0, 'SD': 0.9, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['dxa', 'trunk smi', 'vfx']","{'Modality': 'DXA', 'Metric': 'Trunk SMI', 'Unit': 'kg/m2', 'Group': 'VFx', 'N': 36, 'Value': 9.0, 'SD': 0.8, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['dxa', 'leg smi', 'non-vfx']","{'Modality': 'DXA', 'Metric': 'Leg SMI', 'Unit': 'kg/m2', 'Group': 'Non-VFx', 'N': 271, 'Value': 5.5, 'SD': 0.8, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['dxa', 'leg smi', 'vfx']","{'Modality': 'DXA', 'Metric': 'Leg SMI', 'Unit': 'kg/m2', 'Group': 'VFx', 'N': 36, 'Value': 5.3, 'SD': 0.7, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['dxa', 'appendicular smi', 'non-vfx']","{'Modality': 'DXA', 'Metric': 'Appendicular SMI', 'Unit': 'kg/m2', 'Group': 'Non-VFx', 'N': 271, 'Value': 7.2, 'SD': 1.1, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['dxa', 'appendicular smi', 'vfx']","{'Modality': 'DXA', 'Metric': 'Appendicular SMI', 'Unit': 'kg/m2', 'Group': 'VFx', 'N': 36, 'Value': 6.9, 'SD': 0.9, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['dxa', 'body fat', 'non-vfx']","{'Modality': 'DXA', 'Metric': 'Body fat', 'Unit': '%', 'Group': 'Non-VFx', 'N': 271, 'Value': 25.6, 'SD': 8.0, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['dxa', 'body fat', 'vfx']","{'Modality': 'DXA', 'Metric': 'Body fat', 'Unit': '%', 'Group': 'VFx', 'N': 36, 'Value': 27.3, 'SD': 6.5, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['dxa', 'δsmi legs', 'non-vfx']","{'Modality': 'DXA', 'Metric': 'ΔSMI legs', 'Unit': 'kg/m2', 'Group': 'Non-VFx', 'N': 271, 'Value': -2.1, 'SD': 5.6, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['dxa', 'δsmi legs', 'vfx']","{'Modality': 'DXA', 'Metric': 'ΔSMI legs', 'Unit': 'kg/m2', 'Group': 'VFx', 'N': 36, 'Value': -4.0, 'SD': 5.6, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['dynamometer', 'grip strength', 'non-vfx']","{'Modality': 'Dynamometer', 'Metric': 'Grip strength', 'Unit': 'kg', 'Group': 'Non-VFx', 'N': 271, 'Value': 35.9, 'SD': 11.2, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['dynamometer', 'grip strength', 'vfx']","{'Modality': 'Dynamometer', 'Metric': 'Grip strength', 'Unit': 'kg', 'Group': 'VFx', 'N': 36, 'Value': 32.5, 'SD': 10.7, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['functional', 'tug', 'non-vfx']","{'Modality': 'Functional', 'Metric': 'TUG', 'Unit': 's', 'Group': 'Non-VFx', 'N': 271, 'Value': 7.0, 'SD': 1.6, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['functional', 'tug', 'vfx']","{'Modality': 'Functional', 'Metric': 'TUG', 'Unit': 's', 'Group': 'VFx', 'N': 36, 'Value': 7.2, 'SD': 1.7, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['functional', 'pf score', 'non-vfx']","{'Modality': 'Functional', 'Metric': 'PF score', 'Unit': None, 'Group': 'Non-VFx', 'N': 271, 'Value': 2.5, 'SD': 1.9, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['functional', 'pf score', 'vfx']","{'Modality': 'Functional', 'Metric': 'PF score', 'Unit': None, 'Group': 'VFx', 'N': 36, 'Value': 3.5, 'SD': 2.8, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['functional', 'pf+bc score', 'non-vfx']","{'Modality': 'Functional', 'Metric': 'PF+BC score', 'Unit': None, 'Group': 'Non-VFx', 'N': 271, 'Value': 4.7, 'SD': 2.3, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['functional', 'pf+bc score', 'vfx']","{'Modality': 'Functional', 'Metric': 'PF+BC score', 'Unit': None, 'Group': 'VFx', 'N': 36, 'Value': 6.1, 'SD': 3.4, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['functional', 'pf score', 'single vfx']","{'Modality': 'Functional', 'Metric': 'PF score', 'Unit': None, 'Group': 'Single VFx', 'N': 26, 'Value': 2.5, 'SD': None, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'other', 'Notes': 'Mean reported, SD not provided'}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['functional', 'pf score', 'multiple vfx']","{'Modality': 'Functional', 'Metric': 'PF score', 'Unit': None, 'Group': 'Multiple VFx', 'N': 10, 'Value': 3.0, 'SD': None, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'other', 'Notes': 'Mean reported, SD not provided'}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['functional', 'pf+bc score', 'single vfx']","{'Modality': 'Functional', 'Metric': 'PF+BC score', 'Unit': None, 'Group': 'Single VFx', 'N': 26, 'Value': 3.0, 'SD': 3.1, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['functional', 'pf+bc score', 'multiple vfx']","{'Modality': 'Functional', 'Metric': 'PF+BC score', 'Unit': None, 'Group': 'Multiple VFx', 'N': 10, 'Value': 4.0, 'SD': 3.4, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['functional', 'pf score', 'vfx grade 1']","{'Modality': 'Functional', 'Metric': 'PF score', 'Unit': None, 'Group': 'VFx grade 1', 'N': 23, 'Value': 3.2, 'SD': 2.7, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['functional', 'pf score', 'vfx grade 3']","{'Modality': 'Functional', 'Metric': 'PF score', 'Unit': None, 'Group': 'VFx grade 3', 'N': 4, 'Value': 5.3, 'SD': 3.9, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['functional', 'pf+bc score', 'vfx grade 1']","{'Modality': 'Functional', 'Metric': 'PF+BC score', 'Unit': None, 'Group': 'VFx grade 1', 'N': 23, 'Value': 4.3, 'SD': 3.1, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run1,"['functional', 'pf+bc score', 'vfx grade 3']","{'Modality': 'Functional', 'Metric': 'PF+BC score', 'Unit': None, 'Group': 'VFx grade 3', 'N': 4, 'Value': 6.5, 'SD': 3.7, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run2,"['dxa', 'smi', 'non-fracture']","{'Modality': 'DXA', 'Metric': 'SMI', 'Unit': 'kg/m2', 'Group': 'Non-fracture', 'N': 271, 'Value': 9.0, 'SD': 0.9, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Trunk SMI'}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run2,"['dxa', 'smi', 'fracture']","{'Modality': 'DXA', 'Metric': 'SMI', 'Unit': 'kg/m2', 'Group': 'Fracture', 'N': 36, 'Value': 9.0, 'SD': 0.8, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Trunk SMI'}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run2,"['dxa', 'smi', 'non-fracture']","{'Modality': 'DXA', 'Metric': 'SMI', 'Unit': 'kg/m2', 'Group': 'Non-fracture', 'N': 271, 'Value': 5.5, 'SD': 0.8, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Leg SMI'}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run2,"['dxa', 'smi', 'fracture']","{'Modality': 'DXA', 'Metric': 'SMI', 'Unit': 'kg/m2', 'Group': 'Fracture', 'N': 36, 'Value': 5.3, 'SD': 0.7, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Leg SMI'}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run2,"['dxa', 'smi', 'non-fracture']","{'Modality': 'DXA', 'Metric': 'SMI', 'Unit': 'kg/m2', 'Group': 'Non-fracture', 'N': 271, 'Value': 7.2, 'SD': 1.1, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Appendicular SMI'}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run2,"['dxa', 'smi', 'fracture']","{'Modality': 'DXA', 'Metric': 'SMI', 'Unit': 'kg/m2', 'Group': 'Fracture', 'N': 36, 'Value': 6.9, 'SD': 0.9, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'Appendicular SMI'}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run2,"['dxa', 'body_fat', 'non-fracture']","{'Modality': 'DXA', 'Metric': 'Body_fat', 'Unit': '%', 'Group': 'Non-fracture', 'N': 271, 'Value': 25.6, 'SD': 8.0, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run2,"['dxa', 'body_fat', 'fracture']","{'Modality': 'DXA', 'Metric': 'Body_fat', 'Unit': '%', 'Group': 'Fracture', 'N': 36, 'Value': 27.3, 'SD': 6.5, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run2,"['dxa', 'smi', 'non-fracture']","{'Modality': 'DXA', 'Metric': 'SMI', 'Unit': 'kg/m2', 'Group': 'Non-fracture', 'N': 271, 'Value': -1.5, 'SD': 4.5, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'ΔSMI trunk'}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run2,"['dxa', 'smi', 'fracture']","{'Modality': 'DXA', 'Metric': 'SMI', 'Unit': 'kg/m2', 'Group': 'Fracture', 'N': 36, 'Value': -3.4, 'SD': 5.9, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'ΔSMI trunk'}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run2,"['dxa', 'smi', 'non-fracture']","{'Modality': 'DXA', 'Metric': 'SMI', 'Unit': 'kg/m2', 'Group': 'Non-fracture', 'N': 271, 'Value': -2.1, 'SD': 5.6, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'ΔSMI legs'}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run2,"['dxa', 'smi', 'fracture']","{'Modality': 'DXA', 'Metric': 'SMI', 'Unit': 'kg/m2', 'Group': 'Fracture', 'N': 36, 'Value': -4.0, 'SD': 5.6, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'ΔSMI legs'}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run2,"['dxa', 'smi', 'non-fracture']","{'Modality': 'DXA', 'Metric': 'SMI', 'Unit': 'kg/m2', 'Group': 'Non-fracture', 'N': 271, 'Value': -2.5, 'SD': 5.1, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'ΔSMI appendicular'}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run2,"['dxa', 'smi', 'fracture']","{'Modality': 'DXA', 'Metric': 'SMI', 'Unit': 'kg/m2', 'Group': 'Fracture', 'N': 36, 'Value': -4.8, 'SD': 5.0, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': 'ΔSMI appendicular'}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run2,"['dynamometer', 'grip_strength', 'non-fracture']","{'Modality': 'Dynamometer', 'Metric': 'Grip_strength', 'Unit': 'kg', 'Group': 'Non-fracture', 'N': 271, 'Value': 35.9, 'SD': 11.2, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run2,"['dynamometer', 'grip_strength', 'fracture']","{'Modality': 'Dynamometer', 'Metric': 'Grip_strength', 'Unit': 'kg', 'Group': 'Fracture', 'N': 36, 'Value': 32.5, 'SD': 10.7, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run2,"['functional', 'tug', 'non-fracture']","{'Modality': 'Functional', 'Metric': 'TUG', 'Unit': 'sec', 'Group': 'Non-fracture', 'N': 271, 'Value': 7.0, 'SD': 1.6, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run2,"['functional', 'tug', 'fracture']","{'Modality': 'Functional', 'Metric': 'TUG', 'Unit': 'sec', 'Group': 'Fracture', 'N': 36, 'Value': 7.2, 'SD': 1.7, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run2,"['functional', 'slst', 'non-fracture']","{'Modality': 'Functional', 'Metric': 'SLST', 'Unit': 'sec', 'Group': 'Non-fracture', 'N': 271, 'Value': 61.8, 'SD': 22.0, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run2,"['functional', 'slst', 'fracture']","{'Modality': 'Functional', 'Metric': 'SLST', 'Unit': 'sec', 'Group': 'Fracture', 'N': 36, 'Value': 52.0, 'SD': 27.9, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': None}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run2,"['functional', 'chair_stands_time', 'non-fracture']","{'Modality': 'Functional', 'Metric': 'Chair_stands_time', 'Unit': 'sec', 'Group': 'Non-fracture', 'N': 271, 'Value': 19.5, 'SD': 4.9, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': '30CST'}",,,,,,,,,,
takeda-2019,consensus,muscle,,,,only_in_run2,"['functional', 'chair_stands_time', 'fracture']","{'Modality': 'Functional', 'Metric': 'Chair_stands_time', 'Unit': 'sec', 'Group': 'Fracture', 'N': 36, 'Value': 17.5, 'SD': 5.6, 'IQR_Lower': None, 'IQR_Upper': None, 'Reporting_Format': 'mean_sd', 'Notes': '30CST'}",,,,,,,,,,
takeda-2019,consensus,or,,,,field_mismatch,"['vfx', 'age', 'multivariable']",,"[{'field': 'Covariates', 'run1': 'PF score≥8', 'run2': 'PF+BC score'}, {'field': 'Notes', 'run1': 'OR', 'run2': 'Model 2'}, {'field': 'CI_Upper', 'run1': 1.2, 'run2': 1.1}]",,,,,,,,,
takeda-2019,consensus,or,,,,only_in_run1,"['vfx', 'pf score≥8', 'multivariable']","{'Outcome': 'VFx', 'Predictor': 'PF score≥8', 'Analysis': 'Multivariable', 'Effect': 5.6, 'CI_Lower': 1.2, 'CI_Upper': 25.9, 'P_Value': '0.028', 'Covariates': 'Age', 'Notes': 'OR'}",,,,,,,,,,
takeda-2019,consensus,or,,,,field_mismatch,"['vfx', 'age', 'multivariable']",,"[{'field': 'Covariates', 'run1': 'PF+BC score≥9', 'run2': 'PF+BC score'}, {'field': 'Notes', 'run1': 'OR', 'run2': 'Model 2'}]",,,,,,,,,
takeda-2019,consensus,or,,,,only_in_run1,"['vfx', 'pf+bc score≥9', 'multivariable']","{'Outcome': 'VFx', 'Predictor': 'PF+BC score≥9', 'Analysis': 'Multivariable', 'Effect': 8.1, 'CI_Lower': 1.8, 'CI_Upper': 36.0, 'P_Value': '<0.01', 'Covariates': 'Age', 'Notes': 'OR'}",,,,,,,,,,
takeda-2019,consensus,or,,,,only_in_run2,"['vfx', 'pf score ≥ 8', 'multivariable']","{'Outcome': 'VFx', 'Predictor': 'PF score ≥ 8', 'Analysis': 'Multivariable', 'Effect': 5.6, 'CI_Lower': 1.2, 'CI_Upper': 25.9, 'P_Value': '0.028', 'Covariates': 'Age', 'Notes': 'Model 1'}",,,,,,,,,,
takeda-2019,consensus,or,,,,only_in_run2,"['vfx', 'pf+bc score ≥ 9', 'multivariable']","{'Outcome': 'VFx', 'Predictor': 'PF+BC score ≥ 9', 'Analysis': 'Multivariable', 'Effect': 8.1, 'CI_Lower': 1.8, 'CI_Upper': 36.0, 'P_Value': '<0.01', 'Covariates': 'Age', 'Notes': 'Model 2'}",,,,,,,,,,
